Word	Simplified	Traditional	Pinyin	Yale (provisional)	IPA
secret weapon	秘密武器	秘密武器	mìmì wǔqì	bei-maht móuh-hei	
Secu	西沽	西沽	Xīgū	Sāi-gū	sˈikʉː
secular calendar	民历	民曆	mínlì	màhn-lihk	
secular education level	教育水平	教育水平	jiàoyù shuǐpíng	gaau-yuhk séui-pìhng	
secular humanists (old translation?)	世俗的人文主义者	世俗的人文主義者	shìsú de rénwénzhǔyìzhě	sai-juhk dīk yàhn-màhn-jyú-yih-jé	
secularism	现世主义	現世主義	xiànshì zhǔyì	yihn-sai jyú-yih	
secure height	高垒	高壘	gāolěi	gōu-léuih	
security (for a pledge)	保证物	保證物	bǎozhèngwù	bóu-jing-maht	sˌɪkjˈʊəɹɪti
security guard	保安员	保安員	bǎo'ānyuán	bóu-ngōn-yùhn	
security risk; safety hazard	安全风险	安全風險	ānquán fēngxiǎn	ngōn-chyùhn fūng-hím	
Security Service (in some countries)	安全局	安全局	Ānquánjú	Ngōn-chyùhn-guhk	
Seda (county, in Sichuan)	色达县	色達縣	Sèdá Xiàn	Sīk-daaht Yún	
sedan-chair pillars	轿柱	轎柱	jiàozhù	gíu-chyúh	
Seder	逾越节家宴	逾越節家宴	Yúyuèjié jiāyàn	Yùh-yuht-jit gā-yin	
sedges	莎草	莎草	suōcǎo	sā-chóu	
sedition	煽动叛乱	煽動叛亂	shāndòng pànluàn	sin-duhng buhn-lyuhn	sˌɪdˈɪʃən
see/find what one was searching for (?)	寻见	尋見	xúnjian	chàhm-gin	
Seediq Bale	赛德克巴莱	賽德克巴萊	Sàidékè Bālái	Choi-dāk-hāk Bā-lòih	
Seediq (language)	赛德克语	賽德克語	Sàidékèyǔ	Choi-dāk-hāk-yúh	
Seediq (Nantou aboriginal tribe)	赛德克	賽德克	Sàidékè	Choi-dāk-hāk	
seedless grapes	无核葡萄	無核葡萄	wúhé pútao	mòuh-haht pòuh-tòuh	
seedlings of fragrant flowers (?)	香花苗	香花苗	xiānghuāmiáo	hēung-fā-mìuh	
see everything	遍察	遍察	biànchá	pin-chaat	
seeing off a friend (poem by 李白)	送友人	送友人	sòng yǒurén	sung yáuh-yàhn	
see in the distance	远远看见	遠遠看見	yuǎnyuǎn kànjiàn	yúhn-yúhn hon-gin	
see it that way (lit. agree with that view)	同意这种看法	同意這種看法	tóngyì zhèzhǒng kànfǎ	tùhng-yi jéh-júng hon-faat	
seek and find	寻得	尋得	xúndé	chàhm-dāk	
seek help	寻求帮助	尋求幫助	xúnqiú bāngzhù	chàhm-kàuh bōng-joh	
seeming discrepancy (lit. seems a little contradictory)	似乎有点矛盾	似乎有點矛盾	sìhū yǒudiǎn máodùn	chíh-fùh yáuh-dím màauh-téuhn	
seen	看见过	看見過	kànjianguo	hon-gin-gwo	
see someone off at an airport	送机	送機	sòngjī	sung-gēi	
see someone off to	送往	送往	sòngwǎng	sung-wóhng	
see the big picture (stop focusing on details)	眼光要放远一点	眼光要放遠一點	yǎnguāng yào fàngyuǎn yīdiǎn	ngáahn-gwōng yiu fong-yúhn yāt-dím	
see up (?)	看尽	看盡	kànjìn	hon-jeuhn	
see you then	到时见	到時見	dàoshí jiàn	dou-sìh gin	
Segal	西格尔	西格爾	Xīgé'ěr	Sāi-gaak-yíh	
Segub	西割	西割	Xīgē	Sāi-got	sˈiɡʌb
Seifert	赛费特	賽費特	Sàifèitè	Choi-fai-dahk	
Sei Fong Shan (peak in HK)	四方山	四方山	Sìfāng Shān	Sei-fōng Sāan	
Seiman	西敏	西敏	Xīmǐn	Sāi-máhn	
Seir	西珥	西珥	Xī'ěr	Sāi-yih	sˈiəː
Seirah	西伊拉	西伊拉	Xīyīlā	Sāi-yī-lāai	sʌˈaɪɹʌ
Seir (place)	西珥地	西珥地	Xī'ěrdì	Sāi-yih-deih	sˈiəː
seismometer networks	地震仪网络	地震儀網絡	dìzhènyí wǎngluò	deih-jan-yìh móhng-lok	
seize; confiscate	强制带走	強制帶走	qiángzhì dàizǒu	kèuhng-jai daai-jáu	
seize (strong+snatch/rob)	强抢	強搶	qiángqiǎng	kèuhng-chéung	
seize (to bring here etc)	夺过来	奪過來	duó guolai	dyuht gwo-lòih	
Sekandji	塞卡吉	塞卡吉	Sèkǎjí	Choi-kā-gāt	
Sekhmet	塞赫迈特	塞赫邁特	Sāihèmàitè	Choi-hāk-maaih-dahk	
Sela	昔拉	昔拉	Xīlā	Sīk-lāai	sˈilʌ
Selah (old translation?)	细拉	細拉	Xìlā	Sai-lāai	sˈilə
Selam	塞拉姆	塞拉姆	Sàilāmǔ	Choi-lāai-móuh	
Selassa	塞拉萨	塞拉薩	Sàilāsà	Choi-lāai-saat	
Selassie	塞拉西	塞拉西	Sèlāxī	Choi-lāai-sāi	
select language	选择语言	選擇語言	xuǎnzé yǔyán	syún-jaahk yúh-yìhn	
Seled	西列	西列	Xīliè	Sāi-liht	sˈilɛd
Selena	塞莱娜	塞萊娜	Sàiláinà	Choi-lòih-nàh	
Selena	赛琳娜	賽琳娜	Sàilínnà	Choi-làhm-nàh	
Selene	塞勒涅	塞勒涅	Sàilèniè	Choi-lahk-nihp	
Seleucia	塞琉西亚	塞琉西亞	Sàiliúxīyà	Choi-làuh-sāi-nga	səlˈʉːʃiʌ
Seleucid	塞琉西	塞琉西	Sàiliúxī	Choi-làuh-sāi	
Seleucid dynasty	塞琉西王朝	塞琉西王朝	Sàiliúxī wángcháo	Choi-làuh-sāi wòhng-chìuh	
Seleucus	塞琉古	塞琉古	Sàiliúgǔ	Choi-làuh-gú	
self-driving car	自动驾驶汽车	自動駕駛汽車	zìdòng jiàshǐ qìchē	jih-duhng ga-sái hei-chē	
self-examination	自我省察	自我省察	zìwǒ xǐngchá	jih-ngóh sáang-chaat	
self-existing	自有永有	自有永有	zìyǒu-yǒngyǒu	jih-yáuh-wíhng-yáuh	
self-injuring; doing violence to (oneself's)	自残	自殘	zìcán	jih-chàahn	
self-leveling laser (building tool)	雷射水平仪	雷射水平儀	léishè shuǐpíngyí	lèuih-seh séui-pìhng-yìh	
self-made (of rule, code etc)	自订	自訂	zìdìng	jih-dihng	
self-righteousness	自以为义	自以為義	zìyǐwéiyì	jih-yíh-wàih-yih	
self-sacrificing spirit	牺牲精神	犧牲精神	xīshēng jīngshén	hēi-sāng jīng-sàhn	
self-service check-in machine	自助挂号机	自助掛號機	zìzhù guàhàojī	jih-joh gwa-houh-gēi	
self-sown?	自生	自生	zìshēng	jih-sāang	
self-sustaining	能自给自足	能自給自足	néng zìjǐ-zìzú	nàhng jih-kāp-jih-jūk	
self-will	坚持己见	堅持己見	jiānchí jǐjiàn	gīn-chìh géi-gin	
self-worth	自我价值	自我價值	zìwǒ jiàzhí	jih-ngóh ga-jihk	
self check-in (at library)	自助还书	自助還書	zìzhù huánshū	jih-joh wàahn-syū	
selfie (informal photographic self-portrait)	自拍照	自拍照	zìpāizhào	jih-paak-jiu	
selfie stick (for self-portraits without a timer)	自拍杆	自拍桿	zìpāigǎn	jih-paak-gōn	
Selfoss	塞尔福斯	塞爾福斯	Sài'ěrfúsī	Choi-yíh-fūk-sī	
Seliger (pinyin uncertain)	塞利格	塞利格	Sàilìgé	Choi-leih-gaak	
Selkup (language)	塞尔库普语	塞爾庫普語	Sāi'ěrkùpǔyǔ	Choi-yíh-fu-póu-yúh	
"sell by" date	售卖日期	售賣日期	shòumài rìqī	sauh-maaih yaht-kèih	
selling booth	售卖亭	售賣亭	shòumàitíng	sauh-maaih-tìhng	
sell into (a place)	卖到	賣到	màidào	maaih-dou	
sell oneself into slavery	卖身为奴	賣身為奴	màishēn wéi nú	maaih-sān wàih nòuh	
Selma	塞尔马	塞爾馬	Sài'ěrmǎ	Choi-yíh-máh	
Selters	塞尔特斯	塞爾特斯	Sài'ěrtèsī	Choi-yíh-dahk-sī	
Selye	泽利厄	澤利厄	Zélì'è	Jaahk-leih-āak	
<comp.> semantic	语义化	語義化	yǔyìhuà	yúh-yih-fa	
semantic versioning (Preston-Werner)	语义化版本	語義化版本	yǔyìhuà bǎnběn	yúh-yih-fa báan-bún	
Semarang	三宝垄	三寶壟	Sānbǎolǒng	Sāam-bóu-lúhng	
Semein	西美	西美	Xīměi	Sāi-méih	sˈɛmiən
Semenov	谢苗诺夫	謝苗諾夫	Xièmiáonuòfū	Jeh-mìuh-nohk-fū	
(semi-) dry tofu	豆干	豆乾	dòugān	dauh-gōn	
semiconscious	半昏迷	半昏迷	bàn hūnmí	bun fān-màih	
seminarian	神学院的学生	神學院的學生	shénxuéyuàn de xuésheng	sàhn-hohk-yún dīk hohk-sāang	
seminary student	神学院学生	神學院學生	shénxuéyuàn xuésheng	sàhn-hohk-yún hohk-sāang	
Semitic	闪米特	閃米特	Shǎnmǐtè	Sím-máih-dahk	
Semkovych	谢姆维奇	謝姆維奇	Xièmǔwéiqí	Jeh-móuh-wàih-kèih	
Semmelweis	塞麦尔维斯	塞麥爾維斯	Sàimài'ěrwéisī	Choi-mahk-yíh-wàih-sī	sˈɛməlvaɪs
Semyon	谢苗	謝苗	Xièmiáo	Jeh-mìuh	
Senaki	塞纳基	塞納基	Sènàjī	Choi-naahp-gēi	
senbei rice cracker	仙贝	仙貝	xiānbèi	sīn-bui	
send back a decision (?)	回谕	回諭	huíyù	wùih-yuh	
send by (messengers etc)	交由	交由	jiāoyóu	gāau-yàuh	
sender's address	寄件人地址	寄件人地址	jìjiànrén dìzhǐ	gei-gihn-yàhn deih-jí	
send for; summon; call	传召	傳召	chuánzhào	chyùhn-jiuh	
send here	送来	送來	sònglái	sung-lòih	
send him	差他	差他	chāi tā	chāai tā	
send into	送进	送進	sòngjìn	sung-jeun	
send it back (through the post)	寄回来	寄回來	jì huílai	gei wùih-lòih	
send me	差我	差我	chāi wǒ	chāai ngóh	
send (messenger etc)	差去	差去	chāiqu	chāai-heui	
send messenger(s)	差使者	差使者	chāi shǐzhě	chāai sí-jé	
send out (of the room etc)	遣走	遣走	qiǎnzǒu	hín-jáu	
send son	差爱子	差愛子	chāi àizǐ	chāai ngoi-jí	
send text message (on mobile); texting	发短信	發短信	fā duǎnxìn	faat dyún-seun	
send them	差他们	差他們	chāi tāmen	chāai tā-mùhn	
send to	差到	差到	chāidào	chāai-dou	
send to come (here)	派来	派來	pàilai	paai-lòih	
send to go	派去	派去	pàiqu	paai-heui	
send under guard back to	解回	解回	jièhuí	gáai-wùih	
send under guard to	解到	解到	jièdào	gáai-dou	
send word (to instruct, from a king etc)	下旨	下旨	xiàzhǐ	hah-jí	
send you (plural)	差你们	差你們	chāi nǐmen	chāai néih-mùhn	
Seneca	塞内加	塞內加	Sàinèijiā	Choi-noih-gā	
Seneca (language)	塞内卡语	塞內卡語	Sāinèikǎyǔ	Choi-noih-kā-yúh	
Seneh	西尼	西尼	Xīní	Sāi-nèih	sˈinʌ
Seni District	色尼区	色尼區	Sèní Qū	Sīk-nèih Kēui	
senior female schoolmate	学姐	學姐	xuéjiě	hohk-jé	
<TW> senior (lit. age of leisure)	乐龄	樂齡	lèlíng	lohk-lìhng	
senior research assistant	资深研究助理	資深研究助理	zīshēn yánjiū zhùlǐ	jī-sām yìhn-gau joh-léih	
seniors (older than oneself in college etc)	前辈们	前輩們	qiánbèimen	chìhn-bui-mùhn	
Senir	示尼珥	示尼珥	Shìní'ěr	Sih-nèih-yih	sˈinʌ
Sennacherib	西拿基立	西拿基立	Xīnájīlì	Sāi-nàh-gēi-lahp	sənˈækʌɹɪb
sensational tales	煽情故事	煽情故事	shānqíng gùshi	sin-chìhng gu-sih	
senseless one	愚妄人	愚妄人	yúwàngrén	yùh-móhng-yàhn	
sense of guilt	内疚感	內疚感	nèijiùgǎn	noih-gau-gám	
sense of justice; sense of fairness	公平感	公平感	gōngpínggǎn	gūng-pìhng-gám	
sense of right and wrong	是非感	是非感	shì-fēi gǎn	sih-fēi gám	
sense of self-restraint	自我约束意识	自我約束意識	zìwǒ yuēshù yìshi	jih-ngóh yeuk-chūk yi-sīk	
sense of urgency	迫切感	迫切感	pòqiègǎn	bīk-chit-gám	
sense of ritual	仪式感	儀式感	yíshìgǎn	yìh-sīk-gám	
sensible person	明白事理的人	明白事理的人	míngbai shìlǐ de rén	mìhng-baahk sih-léih dīk yàhn	
sensor area (for contactless card)	感应区	感應區	gǎnyìngqū	gám-ying-kēui	
sensory perception	感官知觉	感官知覺	gǎnguān zhījué	gám-gūn jī-gok	
sent-forth	所差	所差	suǒ chāi	só chāai	
sentence (someone) to prison	判入狱	判入獄	pàn rùyù	pun yahp-yuhk	
sent forth	差来	差來	chāilai	chāai-lòih	
sent me forth	差我来	差我來	chāi wǒ lái	chāai ngóh lòih	
Sentosa (name)	森托萨	森托薩	Sēntuōsà	Sām-tok-saat	
Seorim	梭琳	梭琳	Suōlín	Sō-làhm	siˈʊəɪm
separated area	分隔区	分隔區	fēngéqū	fān-gaak-kēui	
separate from secular/worldly things	远离世俗	遠離世俗	yuǎnlí shìsú	yúhn-lèih sai-juhk	
Sepedi (language)	北索托语	北索托語	Běisuǒtuōyǔ	Bāk-sok-tok-yúh	
Sephar	西发	西發	Xīfā	Sāi-faat	sˈifæɹ
Sepharad	西法拉	西法拉	Xīfǎlā	Sāi-faat-lāai	sʌfˈɑɹæd
Sepharvaim	西法瓦音	西法瓦音	Xīfǎwǎyīn	Sāi-faat-ngáh-yām	sˌɛfʌvˈeɪəm
Sepharvites	西法瓦音人	西法瓦音人	Xīfǎwǎyīnrén	Sāi-faat-ngáh-yām-yàhn	sˈifʌvaɪts
Sepik (river)	塞皮克河	塞皮克河	Sàipíkèhé	Choi-pèih-hāk-hòh	
Septuagint	七十子译本	七十子譯本	Qīshí Zǐ Yìběn	Chāt-sahp Jí Yihk-bún	sˈɛptjʊədʒɪnt
Sequeira	塞凯拉	塞凱拉	Sèkǎilā	Choi-hói-lāai	
sequence/series of events	连串事件	連串事件	liánchuàn shìjiàn	lìhn-chyun sih-gihn	
sequencing (of DNA etc)	测序	測序	cèxù	chāak-jeuih	
Serah	息拉	息拉	Xīlā	Sīk-lāai	sˈiɹæɹ
Seraiah	西莱雅	西萊雅	Xīláiyǎ	Sāi-lòih-ngáh	sɚˈaɪʌ
seraph	撒拉弗	撒拉弗	Sālāfú	Saat-lāai-fāt	sˈɛɹəf
Seraphim (name of person)	塞拉芬	塞拉芬	Sèlāfēn	Choi-lāai-fān	sˈɛɹəfɪm
Serbia	塞尔维亚	塞爾維亞	Sè'ěrwéiyà	Choi-yíh-wàih-nga	
Serbian (language)	塞尔维亚语	塞爾維亞語	Sè'ěrwéiyàyǔ	Choi-yíh-wàih-nga-yúh	
Serbian (person)	塞尔维亚人	塞爾維亞人	Sè'ěrwéiyàrén	Choi-yíh-wàih-nga-yàhn	
Sered	西烈	西烈	Xīliè	Sāi-liht	sˈiɹɛd
Serena	塞蕾娜	塞蕾娜	Sèlěinà	Choi-lèuih-nàh	
Serengeti	塞伦盖蒂	塞倫蓋蒂	Sàilúngàidì	Choi-lèuhn-goi-dai	
Serer (language)	塞雷尔语	塞雷爾語	Sàiléiěryǔ	Choi-lèuih-yíh-yúh	
Serge	塞尔日	塞爾日	Sài'ěrrì	Choi-yíh-yaht	
Sergei	谢尔盖	謝爾蓋	Xiè'ěrgài	Jeh-yíh-goi	sˈɪɹɡeɪ
Sergej	塞尔盖	塞爾蓋	Sài'ěrgài	Choi-yíh-goi	
Sergienko	谢尔吉延科	謝爾吉延科	Xiè'ěrjíyánkē	Jeh-yíh-gāt-yìhn-fō	
Sergio	塞尔吉奥	塞爾吉奧	Sè'ěrjí'ào	Choi-yíh-gāt-ou	
Sergio	塞尔希奥	塞爾希奧	Sāi'ěrxī'ào	Choi-yíh-hēi-ou	
Sergio	塞尔焦	塞爾焦	Sè'ěrjiāo	Choi-yíh-jīu	
Sergius	士求	士求	Shìqiú	Sih-kàuh	
serif (typeface)	衬线体	襯線體	chènxiàntǐ	chan-sin-tái	
serif (typeface)	衬线字体	襯線字體	chènxiàn zìtǐ	chan-sin jih-tái	
serious danger; grave danger	严重危险	嚴重危險	yánzhòng wēixiǎn	yìhm-juhng ngàih-hím	
seriously; with serious respect	庄敬	莊敬	zhuāngjìng	jōng-ging	sˈɪəɹɪəsli
seriousness	严肃性	嚴肅性	yánsùxìng	yìhm-sūk-sing	
Sermon on the Mount	登山宝训	登山寶訓	Dēngshānbǎoxùn	Dāng-sāan-bóu-fan	
Serna	塞尔纳	塞爾納	Sài'ěrnà	Choi-yíh-naahp	
serotonin	血清素	血清素	xuèqīngsù	hyut-chīng-sou	
Serpas	塞尔帕斯	塞爾帕斯	Sè'ěrpàsī	Choi-yíh-paak-sī	
Serrano	塞拉诺	塞拉諾	Sāilānuò	Choi-lāai-nohk	
Serug	西鹿	西鹿	Xīlù	Sāi-luhk	sˈiɹəɡ
servants (plural)	仆人们	僕人們	púrénmen	buhk-yàhn-mùhn	
serve	事奉	事奉	shìfèng	sih-fuhng	
Servetus	塞尔维特	塞爾維特	Sè'ěrwéitè	Choi-yíh-wàih-dahk	
Servetus	塞尔韦特	塞爾韋特	Sè'ěrwéitè	Choi-yíh-wáih-dahk	
serving as high priest	做大祭司	做大祭司	zuò dàjìsī	jouh daaih-jai-sī	
sesame-paste noodles	麻酱面	麻醬面	májiàngmiàn	màh-jeung-mihn	
Sesotho (language) (pinyin uncertain)	塞苏陀语	塞蘇陀語	Sèsūtuóyǔ	Choi-sōu-tòh-yúh	sˌɪsˈʉːtʉː
Sestroretskiy	谢斯特罗列茨克	謝斯特羅列茨克	Xièsītèluóliècíkè	Jeh-sī-dahk-lòh-liht-chìh-hāk	
set apart; sanctify	划分出来	劃分出來	huàfēn chulai	waahk-fān chēut-lòih	
Set (Egyptian god)	谢特	謝特	Xiètè	Jeh-dahk	
Seth (Bible or modern)	塞特	塞特	Sàitè	Choi-dahk	
Seth (modern)	塞思	塞思	Sàisī	Choi-sī	
Seth (modern)	塞斯	塞斯	Sàisī	Choi-sī	
Setswana (language)	茨瓦纳语	茨瓦納語	Cíwǎnàyǔ	Chìh-ngáh-naahp-yúh	
setting a pattern (precedent)	作为先例	作為先例	zuòwéi xiānlì	jok-wàih sīn-laih	
settings of gold	金托	金托	jīntuō	gām-tok	
settle (a deal etc)	搞定	搞定	gǎodìng	gáau-dihng	
set up (e.g. as a pillar)	立做	立做	lìzuò	lahp-jouh	
"seven deadly sins"	七宗罪	七宗罪	qī zōng zuì	chāt jūng jeuih	
seven eyes	七眼	七眼	qīyǎn	chāt-ngáahn	
seven heads and ten horns	七头十角	七頭十角	qītóushíjiǎo	chāt-tàuh-sahp-gok	
Seventh-Day Adventist Church; SDA church	基督复临安息日会	基督復臨安息日會	Jīdū Fùlín Ānxīrì Huì	Gēi-dūk Fuhk-làhm Ngōn-sīk-yaht Wúi	
seventh son/child	七子	七子	qīzǐ	chāt-jí	
several hundred	几百	幾百	jǐbǎi	géi-baak	
severely reprove	重重责罚	重重責罰	zhòngzhòng zéfá	chùhng-juhng jaak-faht	
Severino	塞韦里诺	塞韋里諾	Sàiwéilǐnuò	Choi-wáih-léuih-nohk	
sever into	劈成	劈成	pīchéng	pek-sìhng	
Sever (surname)	塞韦尔	塞韋爾	Sāiwéi'ěr	Choi-wáih-yíh	
Seville	塞维列	塞維列	Sàiwéiliè	Choi-wàih-liht	sˌəvˈɪl
sew clothes	缝制衣服	縫製衣服	féngzhì yīfu	fùhng-jai yī-fuhk	
sewing	缝制	縫制	féngzhì	fùhng-jai	
sex offense; sex crime	性罪行	性罪行	xìngzuìxíng	sing-jeuih-hàhng	
sex slaves	性奴	性奴	xìng nú	sing nòuh	
sexual assault; sexual abuse	性侵犯	性侵犯	xìng qīnfàn	sing chām-faahn	
sexual desire (variant)	性慾	性慾	xìngyù	sing-yuhk	
sexually transmitted diseases	性传染病	性傳染病	xìng chuánrǎnbìng	sing chyùhn-yíhm-behng	
sexual violation (crime)	性侵	性侵	xìngqīn	sing-chām	
Seybold	西博尔德	西博爾德	Xībó'ěrdé	Sāi-bok-yíh-dāk	
Seybold (old translation)	西布特	西布特	Xībùtè	Sāi-bou-dahk	
Seychelles (islands)	塞舌尔群岛	塞舌爾群島	Sàishé'ěr qúndǎo	Choi-siht-yíh kwàhn-dóu	sˈeɪʃɛlz
Seydi	赛迪	賽迪	Sàidí	Choi-dihk	
Seymour	西摩	西摩	Xīmó	Sāi-mō	sˈimɒɹ
Sforza	斯福尔扎	斯福爾扎	Sīfú'ěrzhā	Sī-fūk-yíh-jaat	
Shaalabbin	沙拉宾	沙拉賓	Shālābīn	Sā-lāai-bān	ʃˌeɪɒlˈæbən
Shaalbim	沙宾	沙賓	Shābīn	Sā-bān	ʃeɪˈælbɪm
Shaalbon	沙本	沙本	Shāběn	Sā-bún	
Shaalbonite	沙本人	沙本人	Shāběnrén	Sā-bún-yàhn	ʃeɪˈælbənaɪt
Shaalim	沙琳	沙琳	Shālín	Sā-làhm	ʃˈeɪəlɪm
Shaaph	沙亚弗	沙亞弗	Shāyàfú	Sā-nga-fāt	ʃˈeɪɑf
Shaaraim	沙拉音	沙拉音	Shālāyīn	Sā-lāai-yām	ʃˌeɪʌɹˈeɪɪm
Shabbethai	沙比太	沙比太	Shābǐtài	Sā-béi-taai	ʃˈæbəθaɪ
Shackleton	沙克尔顿	沙克爾頓	Shākè'ěrdùn	Sā-hāk-yíh-deuhn	
Sha County	沙县	沙縣	Shā Xiàn	Sā Yún	
shade of a tent/canopy	棚荫	棚蔭	péngyìn	pàahng-yam	
shades of colour	浓浓淡淡	濃濃淡淡	nóngnóng-dàndàn	nùhng-nùhng-táahm-táahm	
shadow of (area shaded by) tree etc	荫下	蔭下	yìnxià	yam-hah	
shadows of mountains	山影	山影	shānyǐng	sāan-yíng	
Shadrach	沙得拉	沙得拉	Shādélā	Sā-dāk-lāai	ʃˈeɪdɹæk
Shae	谢艾	謝艾	Xiè'ài	Jeh-ngaaih	
shaft (for water)	井穴	井穴	jǐngxué	jéng-yuht	
Shagee	沙基	沙基	Shājī	Sā-gēi	ʃˈeɪɡi
Shaharaim	沙哈连	沙哈連	Shāhālián	Sā-hā-lìhn	ʃˌeɪhɑɹˈeɪəm
Shahe (in Hebei)	沙河	沙河	Shāhé	Sā-hòh	
Shahe (in Hebei)	沙河市	沙河市	Shāhé Shì	Sā-hòh Síh	
Shahekou (district, in Liaoning)	沙河口区	沙河口區	Shāhékǒu Qū	Sā-hòh-háu Kēui	
Shaina	谢娜	謝娜	Xiènà	Jeh-nàh	
shake back and forth (lit. left and right) [左摇右摆]	左摇右摆	左搖右擺	zuǒyáo-yòubǎi	jó-yìuh-yauh-báai	
Shaker (religion)	震教徒	震教徒	zhènjiàotú	jan-gaau-tòuh	ʃˈeɪkɚ
Shakespeare play (abbreviation)	莎剧	莎劇	Shā jù	Sā kehk	
shakuhachi flute	尺八笛	尺八笛	chǐbādí	chek-baat-dehk	
shalal	沙拉勒	沙拉勒	Shālālè	Sā-lāai-lahk	
Shala (lake)	沙拉湖	沙拉湖	Shālāhú	Sā-lāai-wùh	
Shalishah	沙利沙	沙利沙	Shālìshā	Sā-leih-sā	ʃˈæləʃæɹ
Shallun	沙伦	沙倫	Shālún	Sā-lèuhn	ʃˈælʌn
Shalman	撒缦	撒縵	Sāmàn	Saat-maahn	ʃˈælmæn
Shalmaneser	撒缦以色	撒縵以色	Sāmànyǐsè	Saat-maahn-yíh-sīk	ʃˌælmənˈizʌ
Shalu District (in Taichung)	沙鹿区	沙鹿區	Shālù Qū	Sā-luhk Kēui	
shama (Heb. listen/obey)	沙马	沙馬	shāmǎ	sā-máh	
Shama (person)	沙马	沙馬	Shāmǎ	Sā-máh	
Shamash (Babylonian god)	沙玛什	沙瑪什	Shāmǎshí	Sā-máh-sahm	
shameful conduct	可耻的行为	可恥的行為	kěchǐ de xíngwéi	hó-chí dīk hàhng-wàih	
Shamgar	珊迦	珊迦	Shānjiā	Sāan-gā	ʃˈæmɡæɹ
Shamhuth	珊合	珊合	Shānhé	Sāan-hahp	ʃæmhʌθ
Shamir	沙密	沙密	Shāmì	Sā-maht	ʃˈeɪmɪiʌ
Shamma	珊玛	珊瑪	Shānmǎ	Sāan-máh	ʃˈæmʌ
Shammah	沙玛	沙瑪	Shāmǎ	Sā-máh	ʃˈæmæɹ
Shammai	沙迈	沙邁	Shāmài	Sā-maaih	ʃˈæmaɪ
Shammas	沙马斯	沙馬斯	Shāmǎsī	Sā-máh-sī	
Shammua	沙慕亚	沙慕亞	Shāmùyà	Sā-mouh-nga	ʃæmˈʉːʌ
Sham Shui Po District (HK)	深水埗区	深水埗區	Shēnshuǐbù Qū	Sām-séui-bouh Kēui	
Sham Shui Po (district in HK)	深水埗	深水埗	Shēnshuǐbù	Sām-séui-bouh	
Shamuradov	沙穆拉多夫	沙穆拉多夫	Shāmùlāduōfū	Sā-muhk-lāai-dō-fū	
Shancheng District	山城区	山城區	Shānchéng Qū	Sāan-sìhng Kēui	
Shanda	桑德	桑德	Sāngdé	Sōng-dāk	
Shandan County	山丹县	山丹縣	Shāndān Xiàn	Sāan-dāan Yún	
Shandong province	山东省	山東省	Shāndōngshěng	Sāan-dūng-sáang	
Shandong University Press	山东大学出版社	山東大學出版社	Shāndōng Dàxué Chūbǎnshè	Sāan-dūng Daaih-hohk Chēut-báan-séh	
Shane	沙恩	沙恩	Shā'ēn	Sā-yān	
Shane; Cheyenne	夏恩	夏恩	Xià'ēn	Hah-yān	
Shangcai (county, in Henan)	上蔡县	上蔡縣	Shàngcài Xiàn	Séuhng-choi Yún	
Shangcheng County	商城县	商城縣	Shāngchéng Xiàn	Sēung-sìhng Yún	
Shangcheng District	上城区	上城區	Shàngchéng Qū	Séuhng-sìhng Kēui	
Shangdu (county, in Inner Mongolia)	商都县	商都縣	Shāngdū Xiàn	Sēung-dōu Yún	
Shangganling District	上甘岭区	上甘嶺區	Shànggānlǐng Qū	Séuhng-gām-léhng Kēui	
Shanggao (county, in Jiangxi)	上高县	上高縣	Shànggāo Xiàn	Séuhng-gōu Yún	
Shanghai (city)	上海市	上海市	Shànghǎi Shì	Seuhng-hói Síh	
Shanghainese (language)	上海话	上海話	Shànghǎihuà	Seuhng-hói-wah	
Shanghainese (people)	上海人	上海人	Shànghǎirén	Seuhng-hói-yàhn	
Shanghai Rainbow Chamber Singers	上海彩虹室内合唱团	上海彩虹室內合唱團	Shànghǎi Cǎihóng Shìnèi Héchàngtuán	Seuhng-hói Chói-hùhng Sāt-noih Hahp-cheung-tyùhn	
