Word	Simplified	Traditional	Pinyin	Yale (provisional)	IPA
Yaoqiao (town)	姚桥镇	姚橋鎮	Yáoqiáozhèn	Yìuh-kìuh-jan	
Yaoshan (town)	尧山镇	堯山鎮	Yáoshānzhèn	Yìuh-sāan-jan	
Yaoshan (town)	腰山镇	腰山鎮	Yāoshānzhèn	Yīu-sāan-jan	
Yaoshan (town)	药山镇	藥山鎮	Yàoshānzhèn	Yeuhk-sāan-jan	
Yaoshan Township	瑶山乡	瑤山鄉	Yáoshān Xiāng	Yìuh-sāan Hēung	
Yaoshi (town)	尧市镇	堯市鎮	Yáoshìzhèn	Yìuh-síh-jan	
Yaotang (town)	尧塘镇	堯塘鎮	Yáotángzhèn	Yìuh-tòhng-jan	
Yaotianping (town)	尧天坪镇	堯天坪鎮	Yáotiānpíngzhèn	Yìuh-tīn-pìhng-jan	
Yaotian (town)	瑶田镇	瑤田鎮	Yáotiánzhèn	Yìuh-tìhn-jan	
Yaotian (town)	遥田镇	遙田鎮	Yáotiánzhèn	Yìuh-tìhn-jan	
Yaotun Township	腰屯乡	腰屯鄉	Yāotún Xiāng	Yīu-tyùhn Hēung	
Yaowang Manchu Township	药王满族乡	藥王滿族鄉	Yàowáng Mǎnzú Xiāng	Yeuhk-wòhng Múhn-juhk Hēung	
Yaowangmiao (town)	药王庙镇	藥王廟鎮	Yàowángmiàozhèn	Yeuhk-wòhng-miuh-jan	
Yaowan (town)	窑湾镇	窯灣鎮	Yáowānzhèn	Yìuh-wāan-jan	
Yaowan Township	窑湾乡	窯灣鄉	Yáowān Xiāng	Yìuh-wāan Hēung	
Yaowa Township	窑洼乡	窯窪鄉	Yáowā Xiāng	Yìuh-wā Hēung	
Yao (written language)	瑶族文	瑤族文	Yáozúwén	Yìuh-juhk-màhn	
Yaoxin Township	腰新乡	腰新鄉	Yāoxīn Xiāng	Yīu-sān Hēung	
Yaoyuan (town)	姚园镇	姚園鎮	Yáoyuánzhèn	Yìuh-yùhn-jan	
Yao Yundong (artist)	姚云东	姚云東	Yáo Yúndōng	Yìuh Wàhn-dūng	
Yaozhai (town)	姚寨镇	姚寨鎮	Yáozhàizhèn	Yìuh-jaaih-jan	
Yaozhai Township	姚寨乡	姚寨鄉	Yáozhài Xiāng	Yìuh-jaaih Hēung	
Yaozhan (town)	腰站镇	腰站鎮	Yāozhànzhèn	Yīu-jaahm-jan	
Yaozhan Township	腰站乡	腰站鄉	Yāozhàn Xiāng	Yīu-jaahm Hēung	
Yaozhi (cosmetics brand)	妖制	妖制	Yāozhì	Yīu-jai	
Yaozhou (district, in Shaanxi)	耀州区	耀州區	Yàozhōu Qū	Yiuh-jāu Kēui	
Yaozhuang Hui Township	姚庄回族乡	姚莊回族鄉	Yáozhuāng Huízú Xiāng	Yìuh-jōng Wùih-juhk Hēung	
Yaozhuang (town)	姚庄镇	姚莊鎮	Yáozhuāngzhèn	Yìuh-jōng-jan	
Yaozhuang Township	腰庄乡	腰莊鄉	Yāozhuāng Xiāng	Yīu-jōng Hēung	
Yap	雅浦	雅浦	Yǎpǔ	Ngáh-pòuh	
Yap	雅蒲	雅蒲	Yǎpú	Ngáh-pòuh	
Yapese (language)	雅浦语	雅浦語	Yǎpǔyǔ	Ngáh-pòuh-yúh	
Yapese (written language)	雅浦文	雅浦文	Yǎpǔwén	Ngáh-pòuh-màhn	
Yaphet	亚菲特	亞菲特	Yàfēitè	Nga-fēi-dahk	
Yaple	亚普尔	亞普爾	Yàpǔ'ěr	Nga-póu-yíh	
Yap (surname)	雅普	雅普	Yǎpǔ	Ngáh-póu	
Yaqian (town)	衙前镇	衙前鎮	Yáqiánzhèn	Ngàh-chìhn-jan	
Yaqian Township	衙前乡	衙前鄉	Yáqián Xiāng	Ngàh-chìhn Hēung	
Yaquehu Township	鸦鹊湖乡	鴉鵲湖鄉	Yāquèhú Xiāng	Ā-cheuk-wùh Hēung	
Yaqueling (town)	鸦鹊岭镇	鴉鵲嶺鎮	Yāquèlǐngzhèn	Ā-cheuk-léhng-jan	
Yarbro	亚布罗	亞布羅	Yàbùluó	Nga-bou-lòh	
Yarbrough	亚伯勒	亞伯勒	Yàbólè	Nga-ba-lahk	
Yarchak	亚尔恰克	亞爾恰克	Yà'ěrqiàkè	Nga-yíh-hāp-hāk	
Yardie	亚迪	亞迪	Yàdí	Nga-dihk	
Yardley	亚德利	亞德利	Yàdélì	Nga-dāk-leih	
Yardley	亚德雷	亞德雷	Yàdéléi	Nga-dāk-lèuih	
Yardım	亚迪姆	亞迪姆	Yàdímǔ	Nga-dihk-móuh	
Yared	亚雷德	亞雷德	Yàléidé	Nga-lèuih-dāk	
Yarema	亚雷马	亞雷馬	Yàléimǎ	Nga-lèuih-máh	
Yaremchuk	亚列姆丘克	亞列姆丘克	Yàlièmǔqiūkè	Nga-liht-móuh-yāu-hāk	
Yaremko	亚雷姆科	亞雷姆科	Yàléimǔkē	Nga-lèuih-móuh-fō	
Yarger	亚格尔	亞格爾	Yàgé'ěr	Nga-gaak-yíh	
Yarkant (county, in Xinjiang)	莎车县	莎車縣	Shāchē Xiàn	Sā-chē Yún	
Yarkon (river)	亚尔孔	亞爾孔	Yà'ěrkǒng	Nga-yíh-húng	
Yarmuk (Torrent Valley)	耶尔穆克	耶爾穆克	Yē'ěrmùkè	Yèh-yíh-muhk-hāk	
Yarnell	亚内尔	亞內爾	Yànèi'ěr	Nga-noih-yíh	
Yarnell	雅纳尔	雅納爾	Yǎnà'ěr	Ngáh-naahp-yíh	
Yarnold	亚诺尔德	亞諾爾德	Yànuò'ěrdé	Nga-nohk-yíh-dāk	
Yaro	亚罗	亞羅	Yàluó	Nga-lòh	
Yaroslav	雅罗斯拉夫	雅羅斯拉夫	Yǎluósīlāfū	Ngáh-lòh-sī-lāai-fū	
Yaroslavl	雅罗斯拉夫尔	雅羅斯拉夫爾	Yǎluósīlāfū'ěr	Ngáh-lòh-sī-lāai-fū-yíh	
Yaroslavna	雅罗斯拉夫娜	雅羅斯拉夫娜	Yǎluósīlāfūnà	Ngáh-lòh-sī-lāai-fū-nàh	
Yarrell	亚雷尔	亞雷爾	Yàléi'ěr	Nga-lèuih-yíh	
Yartsevo	亚尔采沃	亞爾采沃	Yà'ěrcǎiwò	Nga-yíh-chói-yūk	
Yaryshiv	亚里什夫	亞里什夫	Yàlǐshífū	Nga-léih-sahp-fū	
Yasa	雅萨	雅薩	Yǎsà	Ngáh-saat	
Yasar	亚萨尔	亞薩爾	Yàsà'ěr	Nga-saat-yíh	
Yaser; Yasir; Yasser	亚西尔	亞西爾	Yàxī'ěr	Nga-sāi-yíh	
Yasha	雅沙	雅沙	Yǎshā	Ngáh-sā	
Yashan (town)	亚山镇	亞山鎮	Yàshānzhèn	Nga-sāan-jan	
Yashon	亚雄	亞雄	Yàxióng	Nga-hùhng	
Yasin	雅欣	雅欣	Yǎxīn	Ngáh-yān	
Yasin	雅辛	雅辛	Yǎxīn	Ngáh-sān	
Yasin; Yassin	亚辛	亞辛	Yàxīn	Nga-sān	
Yasinski	亚辛斯基	亞辛斯基	Yàxīnsījī	Nga-sān-sī-gēi	
Yasir	亚西	亞西	Yàxī	Nga-sāi	
Yasko	亚斯科	亞斯科	Yàsīkē	Nga-sī-fō	
Yasmeen; Yazmin	亚丝明	亞絲明	Yàsīmíng	Nga-sī-mìhng	
Yasmin	优思明	優思明	Yōusīmíng	Yāu-sī-mìhng	
Yasmin	娅丝明	婭絲明	Yàsīmíng	A-sī-mìhng	
Yasmin; Yasmine	雅丝敏	雅絲敏	Yǎsīmǐn	Ngáh-sī-máhn	
Yasmine	雅斯敏	雅斯敏	Yǎsīmǐn	Ngáh-sī-máhn	
Yass	亚斯	亞斯	Yàsī	Nga-sī	
Yasso	亚索	亞索	Yàsuǒ	Nga-sok	
Yasuda	贾苏达	賈蘇達	Jiǎsūdá	Gá-sōu-daaht	jˈæsʊdə
Yatian (town)	鸭田镇	鴨田鎮	Yātiánzhèn	Ngaap-tìhn-jan	
Yatsik	亚齐克	亞齊克	Yàqíkè	Nga-chàih-hāk	
Yatunbao (town)	牙屯堡镇	牙屯堡鎮	Yátúnbǎozhèn	Ngàh-tyùhn-bóu-jan	
Yau Ma Tei (in HK)	油麻地	油麻地	Yóumádì	Yàuh-màh-deih	
Yau Tong (in HK)	油塘	油塘	Yóutáng	Yàuh-tòhng	
Yau Tsim Mong District (HK)	油尖旺区	油尖旺區	Yóujiānwàng Qū	Yàuh-jīm-wohng Kēui	
Yauyos	尧约斯	堯約斯	Yáoyuēsī	Yìuh-yeuk-sī	
Yavuz	亚武兹	亞武茲	Yàwǔzī	Nga-móuh-jī	
Yaw	亚乌	亞烏	Yàwū	Nga-wū	
Yawarqucha (mountain)	亚瓦尔科查山	亞瓦爾科查山	Yàwǎ'ěrkēcháshān	Nga-ngáh-yíh-fō-chàh-sāan	
Yaworski	亚沃尔斯基	亞沃爾斯基	Yàwò'ěrsījī	Nga-yūk-yíh-sī-gēi	
yaxian; finger-pressure vibrato (huqin-playing technique)	压弦	壓弦	yāxián	ngaat-yìhn	
Yaxi (town)	桠溪镇	椏溪鎮	Yāxīzhèn	Ā-kāi-jan	
Yaxi (town)	鸭溪镇	鴨溪鎮	Yāxīzhèn	Ngaap-kāi-jan	
Yaxley	亚克斯利	亞克斯利	Yàkèsīlì	Nga-hāk-sī-leih	
Yayuan (town)	鸭园镇	鴨園鎮	Yāyuánzhèn	Ngaap-yùhn-jan	
Yazbeck	亚兹贝克	亞茲貝克	Yàzībèikè	Nga-jī-bui-hāk	
Yazd	亚兹德	亞茲德	Yàzīdé	Nga-jī-dāk	
Yazdi	亚兹迪	亞茲迪	Yàzīdí	Nga-jī-dihk	
Yazhou District	崖州区	崖州區	Yázhōu Qū	Ngàaih-jāu Kēui	
Yazid	亚齐德	亞齊德	Yàqídé	Nga-chàih-dāk	
Yazid	耶齐德	耶齊德	Yēqídé	Yèh-chàih-dāk	
Ybarra	伊巴拉	伊巴拉	Yībālā	Yī-bā-lāai	
Ybbs (river)	伊布斯河	伊布斯河	Yībùsī Hé	Yī-bou-sī Hòh	
Yeager	耶格	耶格	Yēgé	Yèh-gaak	
Yeakel	耶克尔	耶克爾	Yēkè'ěr	Yèh-hāk-yíh	
Yeamans	伊曼斯	伊曼斯	Yīmànsī	Yī-maahn-sī	
Yeaple	耶普尔	耶普爾	Yēpǔ'ěr	Yèh-póu-yíh	
year after year (of one's life)	岁岁	歲歲	suìsuì	seui-seui	
year digits (on date display)	年份数字	年份數字	niánfèn shùzì	nìhn-fahn sou-jih	
Yeargan	耶尔根	耶爾根	Yē'ěrgēn	Yèh-yíh-gān	
Yearick	耶里克	耶里克	Yēlǐkè	Yèh-léih-hāk	
yearly sacrifice	年祭	年祭	niánjì	nìhn-jai	
year of baptism (by immersion)	受浸年份	受浸年份	shòujìn niánfèn	sauh-jam nìhn-fahn	
year 1949 (when PRC established)	一九四九年	一九四九年	yī jiǔ sì jiǔ nián	yāt gáu sei gáu nìhn	
Yearwood	耶五德	耶五德	Yēwǔdé	Yèh-ńgh-dāk	
Yearwood	耶伍德	耶伍德	Yēwǔdé	Yèh-ńgh-dāk	
yeast dumplings	酵母汤圆	酵母湯圓	jiàomǔ tāngyuán	gaau-móuh tōng-yùhn	
yeast extract; Marmite	酵母酱	酵母醬	jiàomǔjiàng	gaau-móuh-jeung	
Yeatman	伊特曼	伊特曼	Yītèmàn	Yī-dahk-maahn	
Yeats	叶芝	葉芝	Yèzhī	Yihp-jī	
Yeatts	耶茨	耶茨	Yēcí	Yèh-chìh	
Yeboah	耶博阿	耶博阿	Yēbó'ā	Yèh-bok-a	
Yecheng (county, in Xinjiang, also called Kargilik)	叶城县	葉城縣	Yèchéng Xiàn	Yihp-sìhng Yún	
Yecheon county (Korea)	醴泉郡	醴泉郡	Lǐquán Jùn	Láih-chyùhn Gwahn	
Yechuan (town)	野川镇	野川鎮	Yěchuānzhèn	Yéh-chyūn-jan	
Ye County	叶县	葉縣	Yè Xiàn	Yihp Yún	
Yedda	耶达	耶達	Yēdá	Yèh-daaht	
Yedian (town)	野店镇	野店鎮	Yědiànzhèn	Yéh-dim-jan	
Yeend	延德	延德	Yándé	Yìhn-dāk	
Yefremov	叶夫列莫夫	葉夫列莫夫	Yèfūlièmòfū	Yihp-fū-liht-mohk-fū	
Yefremova	叶夫列莫娃	葉夫列莫娃	Yèfūlièmòwá	Yihp-fū-liht-mohk-wā	
Yeginsu	叶金苏	葉金蘇	Yèjīnsū	Yihp-gām-sōu	
Yegorov	叶戈罗夫	葉戈羅夫	Yègēluófū	Yihp-gwō-lòh-fū	
Ye Guangfu (astronaut)	叶光富	葉光富	Yè Guāngfù	Yihp Gwōng-fu	
Yehe (town)	冶河镇	冶河鎮	Yěhézhèn	Yéh-hòh-jan	
Yehe (town)	野鹤镇	野鶴鎮	Yěhèzhèn	Yéh-hohk-jan	
Yehochanan	耶霍哈南	耶霍哈南	Yēhuòhānán	Yèh-fok-hā-nàahm	
Yehuchal	犹哈	猶哈	Yóuhā	Yàuh-hā	
yehu (coconut-shaped huqin)	椰胡	椰胡	yēhú	yèh-wùh	
Yehud	耶胡德	耶胡德	Yēhúdé	Yèh-wùh-dāk	
Yehuda	耶胡达	耶胡達	Yēhúdá	Yèh-wùh-daaht	
Yehwah	耶华	耶華	Yēhuá	Yèh-wàh	
Yehwih	耶维	耶維	Yēwéi	Yèh-wàih	
Yeji District	叶集区	葉集區	Yèjí Qū	Yihp-jaahp Kēui	
Yejiping (town)	野鸡坪镇	野雞坪鎮	Yějīpíngzhèn	Yéh-gāi-pìhng-jan	
Yejituo (town)	野鸡坨镇	野雞坨鎮	Yějītuózhèn	Yéh-gāi-tòh-jan	
Yekaterina	叶卡特琳娜	葉卡特琳娜	Yèkǎtèlínnà	Yihp-kā-dahk-làhm-nàh	
Yekaterinburg; Ekaterinburg	叶卡捷琳堡	葉卡捷琳堡	Yèkǎjiélínbǎo	Yihp-kā-jiht-làhm-bóu	
Yekaterinburg (city)	叶卡捷琳堡市	葉卡捷琳堡市	Yèkǎjiélínbǎo Shì	Yihp-kā-jiht-làhm-bóu Síh	
Yelan	叶兰	葉蘭	Yèlán	Yihp-làahn	
Yeldell	耶尔德尔	耶爾德爾	Yē'ěrdé'ěr	Yèh-yíh-dāk-yíh	
Yelena	叶莲娜	葉蓮娜	Yèliánnà	Yihp-lìhn-nàh	
Yelena	叶连娜	葉連娜	Yèliánnà	Yihp-lìhn-nàh	
Yelets	叶列茨	葉列茨	Yèliècí	Yihp-liht-chìh	
Yelin (name)	叶林	葉林	Yèlín	Yihp-làhm	
Yelin (town)	椰林镇	椰林鎮	Yēlínzhèn	Yèh-làhm-jan	
Yeliseyev	叶利谢耶夫	葉利謝耶夫	Yèlìxièyēfū	Yihp-leih-jeh-yèh-fū	
Yelizovsky	叶利佐沃	葉利佐沃	Yèlìzuǒwò	Yihp-leih-jo-yūk	
yell	大叫大嚷	大叫大嚷	dàjiào-dàrǎng	daaih-giu-daaih-yéuhng	
Yellen	耶伦	耶倫	Yēlún	Yèh-lèuhn	
Yellin	耶林	耶林	Yēlín	Yèh-làhm	
yellow dwarf; G-type star	黄矮星	黃矮星	huáng'ǎixīng	wòhng-ngái-sīng	
yellow-green	黄绿	黃綠	huánglǜ	wòhng-luhk	
yellowish-red; pale brown	棕黄色	棕黃色	zōnghuángsè	jūng-wòhng-sīk	
Yellowknife	耶洛奈夫	耶洛奈夫	Yēluònàifū	Yèh-lohk-noih-fū	
yellow leaves	黄叶	黃葉	huángyè	wòhng-yihp	
yellow line (on platform etc)	黄线	黃線	huángxiàn	wòhng-sin	
yellow-orange (honey colour?)	蜜合色	蜜合色	mìhésè	maht-hahp-sīk	
Yeltsin	叶利钦	葉利欽	Yèlìqīn	Yihp-leih-yām	
Yelverton	耶尔弗顿	耶爾弗頓	Yē'ěrfúdùn	Yèh-yíh-fāt-deuhn	
Yemanzhelinsk	叶曼热林斯克	葉曼熱林斯克	Yèmànrèlínsīkè	Yihp-maahn-yiht-làhm-sī-hāk	
Yema Township	野马乡	野馬鄉	Yěmǎ Xiāng	Yéh-máh Hēung	
Yemelyanovo	叶梅利亚诺沃	葉梅利亞諾沃	Yèméilìyànuòwò	Yihp-mùih-leih-nga-nohk-yūk	
Yemen (alternate translation)	叶门	葉門	Yèmén	Yihp-mùhn	jˈɛmən
Yemiao Township	业庙乡	業廟鄉	Yèmiào Xiāng	Yihp-miuh Hēung	
Yemiru	伊梅鲁	伊梅魯	Yīméilǔ	Yī-mùih-lóuh	
Yenakiyeve	叶纳基耶沃	葉納基耶沃	Yènàjīyēwò	Yihp-naahp-gēi-yèh-yūk	
Yenakiyeve	叶纳基耶沃市	葉納基耶沃市	Yènàjīyēwò Shì	Yihp-naahp-gēi-yèh-yūk Síh	
Yengisar (county, in Xinjiang)	英吉沙县	英吉沙縣	Yīngjíshā Xiàn	Yīng-gāt-sā Yún	
Yenzikou (in Taroko)	燕子口	燕子口	Yànzǐkǒu	Yin-jí-háu	
Yeoman (name)	约曼	約曼	Yuēmàn	Yeuk-maahn	
Yeoncheon county (Korea)	涟川郡	漣川郡	Liánchuān Jùn	Lìhn-chyūn Gwahn	
Yeongdeok county (Korea)	盈德郡	盈德郡	Yíngdé Jùn	Yìhng-dāk Gwahn	
Yeonggwang county (Korea)	灵光郡	靈光郡	Língguāng Jùn	Lìhng-gwōng Gwahn	
Yeongwol county (Korea)	宁越郡	寧越郡	Níngyuè Jùn	Nìhng-yuht Gwahn	
Yeongyang county (Korea)	英阳郡	英陽郡	Yīngyáng Jùn	Yīng-yèuhng Gwahn	
Yeosu (Korean city)	丽水	麗水	Líshuǐ	Laih-séui	
Yeovil	约维尔	約維爾	Yuēwéi'ěr	Yeuk-wàih-yíh	jˈəʊvəl
Yepa	耶帕	耶帕	Yēpà	Yèh-paak	
Yepes	耶佩斯	耶佩斯	Yēpèisī	Yèh-pui-sī	
Yerevan	埃里温	埃里溫	Āilǐwēn	Āai-léih-wān	jˌɛɹɪvˈɑn
Yerevan	耶烈万	耶烈萬	Yēlièwàn	Yèh-liht-maahn	jˌɛɹɪvˈɑn
Yerger	耶杰	耶傑	Yējié	Yèh-giht	
Yergin	耶金	耶金	Yējīn	Yèh-gām	
Yeritsyan	叶里强	葉里強	Yèlǐqiáng	Yihp-léih-kèuhng	
Yerkey	耶基	耶基	Yējī	Yèh-gēi	
Yerkin	叶尔金	葉爾金	Yè'ěrjīn	Yihp-yíh-gām	
Yerks	耶克斯	耶克斯	Yēkèsī	Yèh-hāk-sī	
Yermak	耶尔马克	耶爾馬克	Yē'ěrmǎkè	Yèh-yíh-máh-hāk	
Yermakov	叶尔马科夫	葉爾馬科夫	Yè'ěrmǎkēfū	Yihp-yíh-máh-fō-fū	
Yermilov	叶尔米洛夫	葉爾米洛夫	Yè'ěrmǐluòfū	Yihp-yíh-máih-lohk-fū	
Yermilova	叶尔米洛娃	葉爾米洛娃	Yè'ěrmǐluòwá	Yihp-yíh-máih-lohk-wā	
Yermolayev	叶尔莫拉耶夫	葉爾莫拉耶夫	Yè'ěrmòlāyēfū	Yihp-yíh-mohk-lāai-yèh-fū	
Yershov	叶尔绍夫	葉爾紹夫	Yè'ěrshàofū	Yihp-yíh-siuh-fū	
Yerxa	耶克萨	耶克薩	Yēkèsà	Yèh-hāk-saat	
<netspeak?> yes, that's right	是滴	是滴	shìdī	sih-dihk	
Yesan county (Korea)	礼山郡	禮山郡	Lǐshān Jùn	Láih-sāan Gwahn	
Yesan-guan (town)	野三关镇	野三關鎮	Yěsān-guānzhèn	Yéh-sāam-gwāan-jan	
Yeshaiahu	耶沙亚胡	耶沙亞胡	Yēshāyàhú	Yèh-sā-nga-wùh	
Yeshan (town)	冶山镇	冶山鎮	Yěshānzhèn	Yéh-sāan-jan	
Ye Shiwen (swimmer); Carissa Yip (Chess player)	叶诗文	葉詩文	Yè Shīwén	Yihp Sī-màhn	
Yeshua	耶舒阿	耶舒阿	Yēshū'ā	Yèh-syū-a	
Yesica	耶西卡	耶西卡	Yēxīkǎ	Yèh-sāi-kā	
yes (reluctant?) (use on MSN etc)	恩恩	恩恩	ēn'ēn	yān-yān	
Yessenia	耶塞妮娅	耶塞妮婭	Yēsāinīyà	Yèh-choi-nèih-a	
Yesudaier	也速歹儿	也速歹兒	Yěsùdǎi'ér	Yáh-chūk-dáai-yìh	
yet; despite this	虽然如此	雖然如此	suīrán rúcǐ	sēui-yìhn yùh-chí	jɛt
Yetao (town)	冶陶镇	冶陶鎮	Yětáozhèn	Yéh-tòuh-jan	
Yetka	耶特卡	耶特卡	Yētèkǎ	Yèh-dahk-kā	
Yetman	耶特曼	耶特曼	Yētèmàn	Yèh-dahk-maahn	
Yette	耶特	耶特	Yētè	Yèh-dahk	
Yeva	叶娃	葉娃	Yèwá	Yihp-wā	
Yevgeniya	叶夫根尼娅	葉夫根尼婭	Yèfūgēnníyà	Yihp-fū-gān-nèih-a	
Yevgeny; Yevgeniy	叶夫根尼	葉夫根尼	Yèfūgēnní	Yihp-fū-gān-nèih	
Yevgenyevich	叶夫根耶维奇	葉夫根耶維奇	Yèfūgēnyēwéiqí	Yihp-fū-gān-yèh-wàih-kèih	
Yevlax	叶夫拉赫	葉夫拉赫	Yèfūlāhè	Yihp-fū-lāai-hāk	
Yevpatoria	叶夫帕托里亚	葉夫帕托里亞	Yèfūpàtuōlǐyà	Yihp-fū-paak-tok-léuih-nga	
Yevtushenko	叶夫图申科	葉夫圖申科	Yèfūtúshēnkē	Yihp-fū-tòuh-sān-fō	
Yexi (town)	冶溪镇	冶溪鎮	Yěxīzhèn	Yéh-kāi-jan	
Yeyuan (town)	冶源镇	冶源鎮	Yěyuánzhèn	Yéh-yùhn-jan	
Yeyungou Township	野云沟乡	野雲溝鄉	Yěyúngōu Xiāng	Yéh-wàhn-kāu Hēung	
Yezhong Miao Yi Bouyei Township	野钟苗族彝族布依族乡	野钟苗族彝族布依族乡	Yězhōng Miáozú Yízú Bùyīzú Xiāng	Yéh-jūng Mìuh-juhk Yìh-juhk Bou-yī-juhk Hēung	
Yezhou (town)	业州镇	業州鎮	Yèzhōuzhèn	Yihp-jāu-jan	
Yezhuhe (town)	野猪河镇	野豬河鎮	Yězhūhézhèn	Yéh-jyū-hòh-jan	
Yi'an (county, in Heilongjiang)	依安县	依安縣	Yī'ān Xiàn	Yī-ngōn Yún	
Yi'an District	义安区	義安區	Yì'ān Qū	Yih-ngōn Kēui	
Yiadom	亚多姆	亞多姆	Yàduōmǔ	Nga-dō-móuh	
Yibei Township	沂北乡	沂北鄉	Yíběi Xiāng	Yìh-bāk Hēung	
Yibin County	宜宾县	宜賓縣	Yíbīn Xiàn	Yìh-bān Yún	
Yibin (in Sichuan)	宜宾	宜賓	Yíbīn	Yìh-bān	
Yibin (in Sichuan)	宜宾市	宜賓市	Yíbīn Shì	Yìh-bān Síh	
Yibula	亦不剌	亦不剌	Yìbùlà	Yihk-bāt-laaht	
Yichang (in Hubei)	宜昌	宜昌	Yíchāng	Yìh-chēung	
Yichang (in Hubei)	宜昌市	宜昌市	Yíchāng Shì	Yìh-chēung Síh	
Yicheng (county, in Shanxi)	翼城县	翼城縣	Yìchéng Xiàn	Yihk-sìhng Yún	
Yicheng District	峄城区	嶧城區	Yìchéng Qū	Yihk-sìhng Kēui	
Yicheng District	驿城区	驛城區	Yìchéng Qū	Yihk-sìhng Kēui	
Yichenggong Township	义成功乡	義成功鄉	Yìchénggōng Xiāng	Yih-sìhng-gūng Hēung	
Yicheng (in Hubei)	宜城	宜城	Yíchéng	Yìh-sìhng	
Yicheng (in Hubei)	宜城市	宜城市	Yíchéng Shì	Yìh-sìhng Síh	
Yicheng (town)	义成镇	義成鎮	Yìchéngzhèn	Yih-sìhng-jan	
Yicheng (town)	邑城镇	邑城鎮	Yìchéngzhèn	Yāp-sìhng-jan	
Yichuan (county, in Henan)	伊川县	伊川縣	Yīchuān Xiàn	Yī-chyūn Yún	
Yichuan (county, in Shaanxi)	宜川县	宜川縣	Yíchuān Xiàn	Yìh-chyūn Yún	
Yichun District	伊春区	伊春區	Yīchūn Qū	Yī-chēun Kēui	
Yichun (in Heilongjiang)	伊春	伊春	Yīchūn	Yī-chēun	
Yichun (in Heilongjiang)	伊春市	伊春市	Yīchūn Shì	Yī-chēun Síh	
Yichun (in Jiangxi)	宜春	宜春	Yíchūn	Yìh-chēun	
Yichun (in Jiangxi)	宜春市	宜春市	Yíchūn Shì	Yìh-chēun Síh	
Yichun Shan (singer)	单依纯	單依純	Shàn Yīchún	Dāan Yī-sèuhn	
Yi County	义县	義縣	Yì Xiàn	Yih Yún	
Yi County	易县	易縣	Yì Xiàn	Yih Yún	
Yi County	黟县	黟縣	Yī Xiàn	Yī Yún	
Yidan Prize (2016+)	一丹奖	一丹獎	Yīdān Jiǎng	Yāt-dāan Jéung	
Yidan (town)	伊丹镇	伊丹鎮	Yīdānzhèn	Yī-dāan-jan	
Yidao (town)	驿道镇	驛道鎮	Yìdàozhèn	Yihk-douh-jan	
Yiddish (language)	意第绪语	意第緒語	Yìdìxùyǔ	Yi-daih-séuih-yúh	
Yiddish (written language)	意第绪文	意第緒文	Yìdìxùwén	Yi-daih-séuih-màhn	
Yidian (town)	益店镇	益店鎮	Yìdiànzhèn	Yīk-dim-jan	
Yidie (town)	义牒镇	義牒鎮	Yìdiézhèn	Yih-dihp-jan	
Yidou (town)	一都镇	一都鎮	Yīdōuzhèn	Yāt-dōu-jan	
Yidou (town)	义都镇	義都鎮	Yìdōuzhèn	Yih-dōu-jan	
Yidu (in Hubei)	宜都	宜都	Yídū	Yìh-dōu	
Yidu (in Hubei)	宜都市	宜都市	Yídū Shì	Yìh-dōu Síh	
Yidukou (town)	义渡口镇	義渡口鎮	Yìdùkǒuzhèn	Yih-douh-háu-jan	
Yidushui (town)	一渡水镇	一渡水鎮	Yīdùshuǐzhèn	Yāt-douh-séui-jan	
Yifeng (county, in Jiangxi)	宜丰县	宜丰縣	Yífēng Xiàn	Yìh-fūng Yún	
Yifengdian (town)	移风店镇	移風店鎮	Yífēngdiànzhèn	Yìh-fūng-dim-jan	
Yifeng (town)	蚁蜂镇	蟻蜂鎮	Yǐfēngzhèn	Ngáih-fūng-jan	
Yifeng Township	仪封乡	儀封鄉	Yífēng Xiāng	Yìh-fūng Hēung	
Yigael	伊格尔	伊格爾	Yīgé'ěr	Yī-gaak-yíh	
Yigong Tsangpo	易贡藏布	易貢藏布	Yìgòng Cángbù	Yih-gung Chòhng-bou	
Yigou (town)	宜沟镇	宜溝鎮	Yígōuzhèn	Yìh-kāu-jan	
Yiheimishi	亦黑迷失	亦黑迷失	Yìhēimíshī	Yihk-hāk-màih-sāt	
Yihe River	沂河	沂河	Yí Hé	Yìh Hòh	
Yihe (town)	义和镇	義和鎮	Yìhézhèn	Yih-wòh-jan	
Yihezhuang Township	义和庄乡	義和莊鄉	Yìhézhuāng Xiāng	Yih-wòh-jōng Hēung	
Yihuang (county, in Jiangxi)	宜黄县	宜黃縣	Yíhuáng Xiàn	Yìh-wòhng Yún	
Yii Kah Hoe (composer)	余家和	余家和	Yú Jiāhé	Yùh Gā-wòh	
Yijiang District	弋江区	弋江區	Yìjiāng Qū	Yihk-gōng Kēui	
Yijiang (town)	弋江镇	弋江鎮	Yìjiāngzhèn	Yihk-gōng-jan	
Yijiang Township	沂江乡	沂江鄉	Yíjiāng Xiāng	Yìh-gōng Hēung	
Yijia Township	伊家乡	伊家鄉	Yījiā Xiāng	Yī-gā Hēung	
Yijing (town)	义井镇	義井鎮	Yìjǐngzhèn	Yih-jéng-jan	
Yijing (town)	仪井镇	儀井鎮	Yíjǐngzhèn	Yìh-jéng-jan	
